Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369	KL38	K38	Untypeable	?+!	99.77%	100.00%	n/a	18 / 18 (100.00%)	KL38_06_wzc,99.86%,100.00%;KL38_07_wbaP13,100.00%,100.00%;KL38_11_wzx_KL38,99.54%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_08_wzy_KL38,99.76%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_01_galF,100.00%,100.00%;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_12_gtr142,100.00%,63.59%,partial;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.74%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,99.79%,100.00%;KL38_17_ugd1,99.74%,100.00%;KL38_13_gtr143,100.00%,100.00%;KL38_12_gtr142,100.00%,19.54%,partial	?	5	KL50_10_ubiG,99.25%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_12_gtr142,100.00%,63.59%,partial;KL38_12_gtr142,100.00%,19.54%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706_10	KL38	K38	Untypeable	?+-!	99.15%	44.89%	n/a	8 / 17 (47.06%)	KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_06_wzc,100.00%,6.14%,partial;KL38_07_wbaP13,99.48%,81.30%,partial;KL38_14_ghl33,97.40%,40.00%,partial;KL38_13_gtr143,100.00%,42.83%,partial;KL38_16_gnd,100.00%,96.71%,partial;KL38_17_ugd1,100.00%,100.00%	?	3	KL143_03_wzi,98.96%,100.00%;KL10_02_cpsACP,96.19%,100.00%;KL137_01_galF,100.00%,44.26%,partial	0 / 17 (0.00%)		7	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL137_01_galF,100.00%,42.36%,partial;KL150_19_gae,99.40%,100.00%;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL137_01_galF,100.00%,42.36%,partial;KL137_01_galF,100.00%,44.26%,partial;KL38_06_wzc,100.00%,6.14%,partial;KL38_07_wbaP13,99.48%,81.30%,partial;KL38_14_ghl33,97.40%,40.00%,partial;KL38_13_gtr143,100.00%,42.83%,partial;KL38_16_gnd,100.00%,96.71%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706_100	KL38	K38	Untypeable	?+-*!	99.46%	100.00%	n/a	15 / 18 (82.35%)	KL38_11_wzx_KL38,99.54%,100.00%;KL38_08_wzy_KL38,100.00%,89.76%,partial;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,99.65%,100.00%;KL38_12_gtr142,100.00%,100.00%;KL38_13_gtr143,100.00%,17.83%,partial;KL38_06_wzc,99.72%,100.00%;KL38_07_wbaP13,99.37%,100.00%;KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.56%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,98.96%,100.00%;KL38_17_ugd1,100.00%,100.00%;KL38_13_gtr143,100.00%,56.69%,partial	?	6	KL143_03_wzi,98.96%,100.00%;KL137_01_galF,100.00%,100.00%;KL10_02_cpsACP,96.19%,100.00%;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold;KL150_19_gae,99.40%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL38_08_wzy_KL38,100.00%,89.76%,partial;KL38_13_gtr143,100.00%,17.83%,partial;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL38_13_gtr143,100.00%,56.69%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706_20	KL38	K38	Untypeable	?+-!	99.39%	70.18%	n/a	10 / 17 (58.82%)	KL38_06_wzc,99.72%,100.00%;KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_07_wbaP13,100.00%,4.34%,partial;KL38_11_wzx_KL38,99.54%,100.00%;KL38_10_gtr141,100.00%,53.92%,partial;KL38_12_gtr142,100.00%,36.28%,partial;KL38_15_ghl34,99.54%,95.20%,partial;KL38_16_gnd,100.00%,100.00%;KL38_17_ugd1,100.00%,100.00%	?	3	KL143_03_wzi,98.96%,100.00%;KL137_01_galF,100.00%,100.00%;KL10_02_cpsACP,96.19%,100.00%	0 / 17 (0.00%)		6	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold;KL150_19_gae,99.40%,100.00%	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL38_07_wbaP13,100.00%,4.34%,partial;KL38_10_gtr141,100.00%,53.92%,partial;KL38_12_gtr142,100.00%,36.28%,partial;KL38_15_ghl34,99.54%,95.20%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706_30	KL38	K38	Untypeable	?+-*!	99.36%	100.00%	n/a	9 / 17 (52.94%)	KL38_06_wzc,99.72%,100.00%;KL38_07_wbaP13,99.36%,98.88%,partial;KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.56%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,98.96%,100.00%;KL38_17_ugd1,100.00%,100.00%;KL38_13_gtr143,100.00%,55.04%,partial	?	6	KL143_03_wzi,98.96%,100.00%;KL137_01_galF,100.00%,100.00%;KL10_02_cpsACP,96.19%,100.00%;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold;KL150_19_gae,99.40%,100.00%	0 / 17 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL38_07_wbaP13,99.36%,98.88%,partial;KL38_13_gtr143,100.00%,55.04%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706_40	KL38	K38	Untypeable	?+-*!	99.45%	100.00%	n/a	14 / 18 (76.47%)	KL38_11_wzx_KL38,99.54%,100.00%;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,99.62%,94.56%,partial;KL38_12_gtr142,100.00%,100.00%;KL38_13_gtr143,100.00%,17.83%,partial;KL38_06_wzc,99.72%,100.00%;KL38_07_wbaP13,99.37%,100.00%;KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.56%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,98.96%,100.00%;KL38_17_ugd1,100.00%,100.00%;KL38_13_gtr143,100.00%,56.69%,partial	?	6	KL143_03_wzi,98.96%,100.00%;KL137_01_galF,100.00%,100.00%;KL10_02_cpsACP,96.19%,100.00%;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold;KL150_19_gae,99.40%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL38_09_gtr140,99.62%,94.56%,partial;KL38_13_gtr143,100.00%,17.83%,partial;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL38_13_gtr143,100.00%,56.69%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706_70	KL38	K38	Untypeable	?+-*!	99.46%	100.00%	n/a	15 / 18 (82.35%)	KL38_11_wzx_KL38,99.54%,100.00%;KL38_08_wzy_KL38,100.00%,89.76%,partial;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,99.65%,100.00%;KL38_12_gtr142,100.00%,100.00%;KL38_13_gtr143,100.00%,17.83%,partial;KL38_06_wzc,99.72%,100.00%;KL38_07_wbaP13,99.37%,100.00%;KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.56%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,98.96%,100.00%;KL38_17_ugd1,100.00%,100.00%;KL38_13_gtr143,100.00%,56.69%,partial	?	6	KL143_03_wzi,98.96%,100.00%;KL137_01_galF,100.00%,100.00%;KL10_02_cpsACP,96.19%,100.00%;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold;KL150_19_gae,99.40%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL38_08_wzy_KL38,100.00%,89.76%,partial;KL38_13_gtr143,100.00%,17.83%,partial;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL38_13_gtr143,100.00%,56.69%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115706	KL38	K38	Untypeable	?+-*!	99.46%	100.00%	n/a	15 / 18 (82.35%)	KL38_11_wzx_KL38,99.54%,100.00%;KL38_08_wzy_KL38,100.00%,89.76%,partial;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,99.65%,100.00%;KL38_12_gtr142,100.00%,100.00%;KL38_13_gtr143,100.00%,17.83%,partial;KL38_06_wzc,99.72%,100.00%;KL38_07_wbaP13,99.37%,100.00%;KL38_04_wza,99.47%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.56%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,98.96%,100.00%;KL38_17_ugd1,100.00%,100.00%;KL38_13_gtr143,100.00%,56.69%,partial	?	6	KL143_03_wzi,98.96%,100.00%;KL137_01_galF,100.00%,100.00%;KL10_02_cpsACP,96.19%,100.00%;KL49_17_manC,100.00%,100.00%;KL49_18_manB,80.00%,98.01%,below_id_threshold;KL150_19_gae,99.40%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated	KL4_04_nhaP2-1,79.87%,88.19%,truncated;KL38_08_wzy_KL38,100.00%,89.76%,partial;KL38_13_gtr143,100.00%,17.83%,partial;KL137_20_rmlB,80.17%,64.23%,truncated;KL164_19_rmlA,77.08%,87.47%,truncated;KL38_13_gtr143,100.00%,56.69%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796_10	KL62	K62	Untypeable	?-!	99.28%	33.96%	n/a	10 / 21 (47.37%)	KL62_11_wzy_KL62,100.00%,85.78%,partial;KL62_07_wbaP14,100.00%,73.39%,partial;KL62_04_wza,100.00%,71.06%,partial;KL62_03_wzi,100.00%,6.44%,partial;KL62_17_manC,100.00%,66.24%,partial;KL62_18_manB,100.00%,32.75%,partial;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,99.05%,100.00%;KL62_19_ugd1,100.00%,77.72%,partial;KL62_18_manB,98.63%,63.82%,partial	?	0		0 / 21 (0.00%)		5	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,100.00%,35.08%,partial;KL150_19_gae,98.81%,100.00%;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,100.00%,35.08%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_11_wzy_KL62,100.00%,85.78%,partial;KL62_07_wbaP14,100.00%,73.39%,partial;KL62_04_wza,100.00%,71.06%,partial;KL62_03_wzi,100.00%,6.44%,partial;KL62_17_manC,100.00%,66.24%,partial;KL62_18_manB,100.00%,32.75%,partial;KL62_19_ugd1,100.00%,77.72%,partial;KL62_18_manB,98.63%,63.82%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796_100	KL62	K62	Untypeable	?+-!	99.73%	100.00%	n/a	15 / 19 (78.95%)	KL62_11_wzy_KL62,100.00%,100.00%;KL62_13_gtr238,100.00%,100.00%;KL62_10_gtr237,100.00%,100.00%;KL62_12_atr29,100.00%,100.00%;KL62_09_ghl56,100.00%,87.31%,partial;KL62_06_wzc,99.71%,96.63%,partial;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,98.94%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd1,100.00%,100.00%	?	2	KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL62_09_ghl56,100.00%,87.31%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_06_wzc,99.71%,96.63%,partial;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796_20	KL62	K62	Typeable	?+-!	99.73%	75.44%	n/a	16 / 19 (84.21%)	KL62_14_gtr239,100.00%,83.42%,partial;KL62_15_wzx_KL62,100.00%,44.44%,partial;KL62_08_gtr236,100.00%,100.00%;KL62_07_wbaP14,100.00%,23.95%,partial;KL62_09_ghl56,100.00%,86.24%,partial;KL62_10_gtr237,100.00%,56.08%,partial;KL62_16_gnd,100.00%,100.00%;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,100.00%,100.00%;KL62_06_wzc,99.42%,23.96%,partial;KL62_05_wzb,100.00%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_17_manC,98.93%,99.01%,partial;KL62_19_ugd1,100.00%,100.00%	?	1	KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,98.42%,99.48%;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL62_14_gtr239,100.00%,83.42%,partial;KL62_15_wzx_KL62,100.00%,44.44%,partial;KL62_07_wbaP14,100.00%,23.95%,partial;KL62_09_ghl56,100.00%,86.24%,partial;KL62_10_gtr237,100.00%,56.08%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_06_wzc,99.42%,23.96%,partial;KL62_17_manC,98.93%,99.01%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796_30	KL62	K62	Untypeable	?+-!	99.72%	100.00%	n/a	15 / 19 (78.95%)	KL62_11_wzy_KL62,100.00%,95.29%,partial;KL62_13_gtr238,100.00%,100.00%;KL62_12_atr29,100.00%,100.00%;KL62_07_wbaP14,99.79%,100.00%;KL62_08_gtr236,100.00%,100.00%;KL62_06_wzc,99.71%,96.63%,partial;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,98.94%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd1,100.00%,100.00%	?	2	KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL62_11_wzy_KL62,100.00%,95.29%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_06_wzc,99.71%,96.63%,partial;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796_40	KL62	K62	Untypeable	?+-!	99.73%	100.00%	n/a	15 / 19 (78.95%)	KL62_11_wzy_KL62,100.00%,100.00%;KL62_13_gtr238,100.00%,100.00%;KL62_10_gtr237,100.00%,100.00%;KL62_12_atr29,100.00%,100.00%;KL62_09_ghl56,100.00%,87.31%,partial;KL62_06_wzc,99.71%,96.63%,partial;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,98.94%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd1,100.00%,100.00%	?	2	KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL62_09_ghl56,100.00%,87.31%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_06_wzc,99.71%,96.63%,partial;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796_70	KL62	K62	Untypeable	?+-!	99.73%	100.00%	n/a	15 / 19 (78.95%)	KL62_11_wzy_KL62,100.00%,100.00%;KL62_13_gtr238,100.00%,100.00%;KL62_10_gtr237,100.00%,100.00%;KL62_12_atr29,100.00%,100.00%;KL62_09_ghl56,100.00%,87.31%,partial;KL62_06_wzc,99.71%,96.63%,partial;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,98.94%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd1,100.00%,100.00%	?	2	KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL62_09_ghl56,100.00%,87.31%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_06_wzc,99.71%,96.63%,partial;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115796	KL62	K62	Untypeable	?+-!	99.73%	100.00%	n/a	15 / 19 (78.95%)	KL62_11_wzy_KL62,100.00%,100.00%;KL62_13_gtr238,100.00%,100.00%;KL62_10_gtr237,100.00%,100.00%;KL62_12_atr29,100.00%,100.00%;KL62_09_ghl56,100.00%,87.31%,partial;KL62_06_wzc,99.71%,96.63%,partial;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,98.94%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd1,100.00%,100.00%	?	2	KL40_05_gtr151,98.42%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 19 (0.00%)		3	KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL62_09_ghl56,100.00%,87.31%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL62_06_wzc,99.71%,96.63%,partial;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_116239_10	KL38	K38	Typeable	?!	99.73%	95.04%	n/a	22 / 22 (100.00%)	KL38_11_wzx_KL38,99.27%,96.62%;KL38_08_wzy_KL38,100.00%,92.28%,partial;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,100.00%,100.00%;KL38_06_wzc,99.79%,65.70%,partial;KL38_07_wbaP13,100.00%,94.33%,partial;KL38_13_gtr143,100.00%,100.00%;KL38_12_gtr142,99.59%,98.80%,partial;KL38_14_ghl33,99.33%,31.32%,partial;KL38_15_ghl34,98.52%,53.11%,partial;KL38_14_ghl33,100.00%,57.36%,partial;KL38_15_ghl34,95.65%,6.08%,truncated;KL38_15_ghl34,96.85%,26.06%,partial;KL38_16_gnd,100.00%,52.31%,partial;KL38_17_ugd1,99.74%,98.97%;KL38_16_gnd,100.00%,38.56%,partial;KL38_03_wzi,98.95%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_01_galF,100.00%,100.00%;KL38_06_wzc,100.00%,29.46%,partial;KL38_02_cpsACP,100.00%,100.00%;KL38_05_wzb,100.00%,100.00%	?	0		0 / 22 (0.00%)		7	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_10_ubiG,99.43%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL150_19_gae,99.40%,100.00%;KL116_20_manB,97.44%,76.95%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL38_08_wzy_KL38,100.00%,92.28%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL38_06_wzc,99.79%,65.70%,partial;KL38_07_wbaP13,100.00%,94.33%,partial;KL38_12_gtr142,99.59%,98.80%,partial;KL38_14_ghl33,99.33%,31.32%,partial;KL38_15_ghl34,98.52%,53.11%,partial;KL38_14_ghl33,100.00%,57.36%,partial;KL38_15_ghl34,95.65%,6.08%,truncated;KL38_15_ghl34,96.85%,26.06%,partial;KL38_16_gnd,100.00%,52.31%,partial;KL116_20_manB,97.44%,76.95%,truncated;KL38_16_gnd,100.00%,38.56%,partial;KL38_06_wzc,100.00%,29.46%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_116239_100	KL38	K38	Untypeable	+!	99.80%	100.00%	10022	17 / 17 (100.00%)	KL38_15_ghl34,99.74%,100.00%;KL38_06_wzc,99.86%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,99.79%,100.00%;KL38_07_wbaP13,100.00%,100.00%;KL38_11_wzx_KL38,99.54%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_08_wzy_KL38,99.76%,100.00%;KL38_17_ugd1,100.00%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_13_gtr143,100.00%,100.00%;KL38_01_galF,100.00%,100.00%;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,100.00%,100.00%;KL38_12_gtr142,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_05_wzb,100.00%,100.00%	?	5	KL50_10_ubiG,99.43%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 17 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
